,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
1426,122,AS Nancy-Lorraine,Ligue 1,£2.70m,15,-,13,"-3,00 Mill. £",2005.0
1427,123,Athletic Bilbao,LaLiga,£2.70m,12,£10.80m,11,"9,00 Mill. £",2005.0
1428,124,Vitesse Arnhem,Eredivisie,£2.68m,11,£2.21m,10,-530 Th. £,2005.0
1429,125,AC Sparta Praha,Fortuna Liga,£2.66m,29,£6.53m,21,"4,30 Mill. £",2005.0
1431,126,Cádiz CF,LaLiga,£2.52m,13,-,9,"-2,80 Mill. £",2005.0
1432,127,Heart of Midlothian FC,Premiership,£2.35m,25,-,20,"-2,61 Mill. £",2005.0
1433,128,Reading FC,Championship,£2.27m,26,£563k,22,"-1,89 Mill. £",2005.0
1434,129,FC Copenhagen,Superligaen,£2.25m,16,£3.96m,17,"1,90 Mill. £",2005.0
1435,130,Urawa Red Diamonds,J1 League,£2.25m,13,£5.40m,12,"3,50 Mill. £",2005.0
1436,131,Club Brugge KV,Jupiler Pro League,£2.21m,17,£7.65m,12,"6,05 Mill. £",2005.0
1437,132,1.FC Nuremberg,Bundesliga,£2.10m,11,£131k,12,"-2,19 Mill. £",2005.0
1438,133,Club Atlético Independiente,Torneo Final,£2.05m,23,£5.58m,26,"3,92 Mill. £",2005.0
1439,134,Rangers FC,Premiership,£2.03m,21,£833k,24,"-1,33 Mill. £",2005.0
1440,135,Terek Grozny,Russia,£2.03m,23,£450k,27,"-1,75 Mill. £",2005.0
1441,136,MSV Duisburg,Bundesliga,£1.98m,16,-,13,"-2,20 Mill. £",2005.0
1442,137,Stoke City,Championship,£1.96m,21,£2.63m,26,750 Th. £,2005.0
1443,138,Legia Warszawa,Ekstraklasa,£1.95m,21,£1.35m,22,-670 Th. £,2005.0
1444,139,Sheffield Wednesday,Championship,£1.92m,32,£68k,30,"-2,06 Mill. £",2005.0
1445,140,Helsingborgs IF,Allsvenskan,£1.92m,11,£1.62m,9,-330 Th. £,2005.0
1446,141,IF Elfsborg,Allsvenskan,£1.91m,11,£180k,8,"-1,92 Mill. £",2005.0
1447,142,Rapid Vienna,Bundesliga,£1.89m,15,£4.23m,16,"2,60 Mill. £",2005.0
1448,143,FBK Kaunas,A Lyga,£1.85m,23,£113k,15,"-1,93 Mill. £",2005.0
1449,144,Wisla Kraków,Ekstraklasa,£1.82m,29,£5.50m,25,"4,09 Mill. £",2005.0
1450,145,Vegalta Sendai,J2 League,£1.80m,12,-,13,"-2,00 Mill. £",2005.0
1451,146,AEK Athens,Super League,£1.80m,29,£113k,22,"-1,88 Mill. £",2005.0
1452,147,Dynamo Kyiv II,Ukraine,£1.80m,4,-,4,"-2,00 Mill. £",2005.0
1453,148,Clube de Regatas do Flamengo,Série A,£1.80m,30,£1.49m,20,-350 Th. £,2005.0
1454,149,Ulsan Hyundai,"Korea, South",£1.80m,15,-,12,"-2,00 Mill. £",2005.0
1455,150,Al Ahli Sports Club,Qatar,£1.80m,3,-,7,"-2,00 Mill. £",2005.0
1457,151,SK Brann,Eliteserien,£1.80m,7,£3.53m,8,"1,92 Mill. £",2005.0
1458,152,Genoa CFC,Serie C - A,£1.80m,35,£8.28m,32,"7,20 Mill. £",2005.0
1459,153,AC Siena,Serie A,£1.76m,26,-,30,"-1,95 Mill. £",2005.0
1460,154,Reggina Calcio,Serie A,£1.76m,33,£12.92m,32,"12,40 Mill. £",2005.0
1461,155,Hellas Verona,Serie B,£1.75m,21,-,24,"-1,95 Mill. £",2005.0
1462,156,São Paulo Futebol Clube,Série A,£1.62m,25,£6.78m,22,"5,73 Mill. £",2005.0
1463,157,BSC Young Boys,Super League,£1.62m,23,£1.13m,28,-550 Th. £,2005.0
1464,158,Getafe CF,LaLiga,£1.62m,13,-,18,"-1,80 Mill. £",2005.0
1465,159,Kuban Krasnodar,Russia,£1.62m,22,£450k,18,"-1,30 Mill. £",2005.0
1466,160,Al-Ain FC,United Arab Emirates,£1.60m,7,£450k,6,"-1,28 Mill. £",2005.0
1467,161,KSC Lokeren,Jupiler Pro League,£1.60m,15,£1.13m,10,-530 Th. £,2005.0
1468,162,Cardiff City,Championship,£1.58m,21,£4.46m,20,"3,20 Mill. £",2005.0
1469,163,Borussia Dortmund,Bundesliga,£1.55m,13,£3.83m,13,"2,53 Mill. £",2005.0
1470,164,Watford FC,Championship,£1.55m,30,£2.79m,31,"1,38 Mill. £",2005.0
1471,165,Krylya Sovetov Samara,Premier Liga,£1.53m,17,£9.90m,16,"9,30 Mill. £",2005.0
1472,166,Rubin Kazan,Premier Liga,£1.53m,16,£630k,13,"-1,00 Mill. £",2005.0
1473,167,Burnley FC,Championship,£1.53m,21,£2.36m,16,930 Th. £,2005.0
1474,168,Genclerbirligi Ankara,Süper Lig,£1.49m,37,£1.94m,30,500 Th. £,2005.0
1475,169,Suwon Samsung Bluewings FC,"Korea, South",£1.44m,18,£900k,16,-600 Th. £,2005.0
1476,170,Leicester City,Championship,£1.44m,22,£3.08m,27,"1,83 Mill. £",2005.0
1477,171,Lokomotiv Moscow II,Russia,£1.44m,19,-,16,"-1,60 Mill. £",2005.0
1478,172,Cruzeiro Esporte Clube,Série A,£1.40m,60,£20.58m,51,"21,32 Mill. £",2005.0
1479,173,Málaga CF,LaLiga,£1.37m,19,£1.80m,14,480 Th. £,2005.0
1480,174,Korona Kielce,Ekstraklasa,£1.36m,27,-,22,"-1,52 Mill. £",2005.0
1481,175,Odense Boldklub,Superligaen,£1.35m,11,£122k,10,"-1,37 Mill. £",2005.0
1483,176,Fiorentina Youth,Italy,£1.35m,1,-,1,"-1,50 Mill. £",2005.0
1484,177,Rosenborg BK,Eliteserien,£1.35m,13,£743k,13,-675 Th. £,2005.0
1485,178,SC Braga,Liga NOS,£1.35m,34,£7.20m,26,"6,50 Mill. £",2005.0
1486,179,Fluminense Football Club,Série A,£1.31m,24,£5.45m,25,"4,60 Mill. £",2005.0
1487,180,UD Almería,LaLiga2,£1.31m,15,-,12,"-1,45 Mill. £",2005.0
1488,181,Germinal Beerschot Antwerpen,Jupiler Pro League,£1.29m,26,£675k,25,-680 Th. £,2005.0
1489,182,SC Heerenveen,Eredivisie,£1.26m,20,£16.29m,17,"16,70 Mill. £",2005.0
1490,183,Elche CF,LaLiga2,£1.26m,10,£1.80m,14,600 Th. £,2005.0
1491,184,Dinamo Bukarest,Liga 1,£1.24m,22,£945k,25,-330 Th. £,2005.0
1492,185,Djurgardens IF,Allsvenskan,£1.22m,12,£2.79m,11,"1,75 Mill. £",2005.0
1493,186,GNK Dinamo Zagreb,1.HNL,£1.21m,28,£2.88m,30,"1,86 Mill. £",2005.0
1494,187,Napoli Soccer,Serie C - B,£1.20m,15,-,19,"-1,33 Mill. £",2005.0
1495,188,Vitória Guimarães SC,Liga NOS,£1.19m,28,-,29,"-1,33 Mill. £",2005.0
1496,189,Al Rayyan Sports Club,Qatar,£1.17m,7,-,7,"-1,30 Mill. £",2005.0
1497,190,Standard Liège,Jupiler Pro League,£1.17m,21,£3.93m,22,"3,07 Mill. £",2005.0
1498,191,TSV 1860 Munich,2.Bundesliga,£1.13m,7,-,7,"-1,25 Mill. £",2005.0
1499,192,Querétaro FC,Mexico,£1.08m,19,-,20,"-1,20 Mill. £",2005.0
1500,193,Club Atlético San Lorenzo de Almagro,Torneo Final,£1.08m,20,£3.33m,24,"2,50 Mill. £",2005.0
1501,194,1.FC Kaiserslautern,Bundesliga,£1.08m,16,£1.62m,15,600 Th. £,2005.0
1502,195,FC Metz,Ligue 1,£1.08m,29,£900k,31,-200 Th. £,2005.0
1503,196,Ipswich Town,Championship,£1.08m,23,£5.74m,22,"5,18 Mill. £",2005.0
1504,197,CSKA Sofia,Bulgaria,£1.08m,22,£450k,23,-700 Th. £,2005.0
1505,198,Amkar Perm,Premier Liga,£1.04m,10,£135k,12,"-1,00 Mill. £",2005.0
1506,199,Universitatea Craiova,Romania,£1.03m,27,£824k,28,-230 Th. £,2005.0
1507,200,Malmö FF,Allsvenskan,£1.02m,19,£5.67m,17,"5,17 Mill. £",2005.0
1509,201,El Ahly Cairo,Premier League,£990k,8,£675k,7,-350 Th. £,2005.0
1510,202,CSD Colo Colo,Chile,£981k,18,£45k,15,"-1,04 Mill. £",2005.0
1511,203,PAOK Thessaloniki,Super League,£972k,19,£45k,21,"-1,03 Mill. £",2005.0
1512,204,Lillestrøm SK,Eliteserien,£900k,9,£108k,10,-880 Th. £,2005.0
1513,205,CA Osasuna,LaLiga,£900k,7,£4.86m,9,"4,40 Mill. £",2005.0
1514,206,CF Monterrey,Mexico,£900k,25,£1.62m,15,800 Th. £,2005.0
1515,207,Celta de Vigo,LaLiga,£900k,18,-,20,"-1,00 Mill. £",2005.0
1516,208,Club Atlético Newell's Old Boys,Torneo Final,£900k,15,£3.24m,17,"2,60 Mill. £",2005.0
1517,209,Bologna FC 1909,Serie B,£900k,21,£3.11m,17,"2,45 Mill. £",2005.0
1518,210,ACD Treviso,Serie A,£878k,36,£4.50m,37,"4,03 Mill. £",2005.0
1519,211,Rapid Bucharest,Liga 1,£871k,16,£126k,11,-828 Th. £,2005.0
1520,212,SK Slavia Prag,Fortuna Liga,£855k,25,£900k,21,50 Th. £,2005.0
1521,213,Malatyaspor,Süper Lig,£855k,28,-,21,-950 Th. £,2005.0
1522,214,Spartak Vladikavkaz,Russia,£855k,35,£468k,30,-430 Th. £,2005.0
1523,215,Ankaraspor,Süper Lig,£855k,15,-,19,-950 Th. £,2005.0
1524,216,Académica Coimbra,Liga NOS,£810k,21,-,24,-900 Th. £,2005.0
1525,217,Dnipro Dnipropetrovsk,Premier Liga,£810k,6,£4.55m,10,"4,15 Mill. £",2005.0
1526,218,Levante UD,LaLiga2,£810k,10,£3.47m,10,"2,96 Mill. £",2005.0
1527,219,Aberdeen FC,Premiership,£788k,13,£113k,19,-750 Th. £,2005.0
1528,220,Viking Stavanger,Eliteserien,£788k,13,£59k,14,-810 Th. £,2005.0
1529,221,Swansea City,League One,£785k,12,£54k,12,-813 Th. £,2005.0
1530,222,Chelsea FC U18,England,£770k,7,-,5,-855 Th. £,2005.0
1531,223,PGE GKS Belchatow,Ekstraklasa,£763k,22,-,16,-848 Th. £,2005.0
1532,224,Mohun Bagan AC,India,£747k,4,-,3,-830 Th. £,2005.0
1533,225,Sport Club Internacional,Série A,£729k,33,£270k,16,-510 Th. £,2005.0
1535,226,Shakhtar Donetsk II,Ukraine,£729k,8,-,9,-810 Th. £,2005.0
1536,227,Kalmar FF,Allsvenskan,£720k,6,£225k,7,-550 Th. £,2005.0
1537,228,FC Twente Enschede,Eredivisie,£720k,13,£2.43m,9,"1,90 Mill. £",2005.0
1538,229,Metalurh Donetsk,Premier Liga,£720k,26,£2.79m,19,"2,30 Mill. £",2005.0
1539,230,Roda JC Kerkrade,Eredivisie,£720k,16,£1.22m,15,550 Th. £,2005.0
1540,231,NEC Nijmegen,Eredivisie,£720k,5,£135k,13,-650 Th. £,2005.0
1541,232,Dundee United FC,Premiership,£698k,11,£675k,13,-25 Th. £,2005.0
1542,233,1.FSV Mainz 05,Bundesliga,£675k,11,£1.21m,12,590 Th. £,2005.0
1543,234,Al Arabi Sports Club,Qatar,£675k,6,£2.43m,6,"1,95 Mill. £",2005.0
1544,235,Shanghai Shenhua,China,£675k,12,£1.04m,9,400 Th. £,2005.0
1545,236,Preston North End,Championship,£653k,25,£2.50m,22,"2,05 Mill. £",2005.0
1546,237,FC Stade Rennes B,France,£630k,2,-,8,-700 Th. £,2005.0
1547,238,Peterhead FC,Scotland,£630k,8,-,5,-700 Th. £,2005.0
1548,239,Maccabi Tel Aviv,Ligat ha'Al,£630k,14,-,18,-700 Th. £,2005.0
1549,240,Racing Club,Torneo Final,£630k,30,£2.07m,26,"1,60 Mill. £",2005.0
1550,241,AEL Limassol,Cyprus,£630k,13,-,11,-700 Th. £,2005.0
1551,242,FC Groningen,Eredivisie,£630k,10,-,13,-700 Th. £,2005.0
1552,243,Doncaster Rovers,League One,£608k,31,-,27,-675 Th. £,2005.0
1553,244,SV Werder Bremen II,Regionalliga Nord,£596k,16,-,18,-662 Th. £,2005.0
1554,245,Steaua Bukarest,Liga 1,£585k,9,£450k,12,-150 Th. £,2005.0
1555,246,FC Zürich,Super League,£574k,7,£1.04m,16,513 Th. £,2005.0
1556,247,CFR Cluj,Liga 1,£567k,12,£36k,10,-590 Th. £,2005.0
1557,248,MKE Ankaragücü,Süper Lig,£563k,31,£45k,24,-575 Th. £,2005.0
1558,249,Sandefjord Fotball,Eliteserien,£545k,14,-,10,-605 Th. £,2005.0
1559,250,CS Herediano,Primera Div. Clausura,£450k,15,-,10,-500 Th. £,2005.0
