,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
287,26,AZ Alkmaar,Eredivisie,£31.55m,22,£13.46m,17,"-20,10 Mill. £",2007.0
288,27,ACF Fiorentina,Serie A,£31.19m,28,£35.51m,18,"4,80 Mill. £",2007.0
289,28,Arsenal FC,Premier League,£27.86m,20,£51.39m,22,"26,15 Mill. £",2007.0
290,29,VfL Wolfsburg,Bundesliga,£27.64m,25,£12.97m,22,"-16,30 Mill. £",2007.0
291,30,Olympique Marseille,Ligue 1,£27.00m,38,£35.01m,29,"8,90 Mill. £",2007.0
292,31,Birmingham City,Premier League,£26.37m,32,£7.63m,30,"-20,83 Mill. £",2007.0
293,32,Sevilla FC,LaLiga,£26.10m,23,£18.99m,17,"-7,90 Mill. £",2007.0
294,33,AC Milan,Serie A,£26.10m,39,£10.27m,23,"-17,59 Mill. £",2007.0
295,34,Real Zaragoza,LaLiga,£25.92m,19,£22.77m,15,"-3,50 Mill. £",2007.0
296,35,US Palermo,Serie A,£24.53m,30,£18.79m,24,"-6,37 Mill. £",2007.0
297,36,SV Werder Bremen,Bundesliga,£23.49m,16,£20.71m,11,"-3,09 Mill. £",2007.0
298,37,Ajax Amsterdam,Eredivisie,£23.42m,22,£47.03m,14,"26,23 Mill. £",2007.0
299,38,Aston Villa,Premier League,£22.41m,15,£16.11m,20,"-7,00 Mill. £",2007.0
300,39,Real Betis Balompié,LaLiga,£21.87m,19,£1.10m,14,"-23,08 Mill. £",2007.0
301,40,RC Lens,Ligue 1,£21.33m,25,£17.15m,20,"-4,65 Mill. £",2007.0
302,41,Olympiacos Piraeus,Super League,£20.52m,37,£13.76m,29,"-7,52 Mill. £",2007.0
303,42,Derby County,Premier League,£20.41m,30,£4.71m,31,"-17,44 Mill. £",2007.0
304,43,Bolton Wanderers,Premier League,£20.12m,25,£19.77m,23,-384 Th. £,2007.0
305,44,West Bromwich Albion,Championship,£20.00m,31,£29.03m,31,"10,03 Mill. £",2007.0
306,45,Udinese Calcio,Serie A,£19.96m,54,£27.10m,38,"7,93 Mill. £",2007.0
307,46,Al Sadd Sports Club,Qatar,£19.80m,4,£4.50m,5,"-17,00 Mill. £",2007.0
308,47,FC Girondins Bordeaux,Ligue 1,£18.72m,20,£17.10m,17,"-1,80 Mill. £",2007.0
309,48,Paris Saint-Germain,Ligue 1,£18.45m,26,£13.32m,20,"-5,70 Mill. £",2007.0
310,49,AS Monaco,Ligue 1,£18.36m,26,£19.62m,23,"1,40 Mill. £",2007.0
311,50,AS Saint-Étienne,Ligue 1,£18.27m,23,£16.97m,19,"-1,45 Mill. £",2007.0
313,51,Lokomotiv Moscow,Premier Liga,£17.82m,18,£21.83m,17,"4,45 Mill. £",2007.0
314,52,Rubin Kazan,Premier Liga,£17.60m,22,£2.48m,20,"-16,80 Mill. £",2007.0
315,53,PSV Eindhoven,Eredivisie,£16.74m,19,£20.70m,21,"4,40 Mill. £",2007.0
316,54,TSG 1899 Hoffenheim,2.Bundesliga,£16.71m,13,-,15,"-18,57 Mill. £",2007.0
317,55,FC Porto,Liga NOS,£16.44m,68,£64.22m,44,"53,08 Mill. £",2007.0
318,56,Getafe CF,LaLiga,£16.20m,17,£11.70m,13,"-5,00 Mill. £",2007.0
319,57,Wigan Athletic,Premier League,£16.11m,26,£16.04m,20,-75 Th. £,2007.0
320,58,FC Schalke 04,Bundesliga,£16.02m,14,£13.05m,12,"-3,30 Mill. £",2007.0
321,59,Hertha BSC,Bundesliga,£15.62m,20,£16.92m,21,"1,45 Mill. £",2007.0
322,60,Celtic FC,Premiership,£15.41m,20,£7.60m,20,"-8,69 Mill. £",2007.0
323,61,Dnipro Dnipropetrovsk,Premier Liga,£14.90m,20,£4.28m,20,"-11,80 Mill. £",2007.0
324,62,Parma FC,Serie A,£14.31m,40,£3.78m,32,"-11,70 Mill. £",2007.0
325,63,Rangers FC,Premiership,£14.20m,25,£12.60m,19,"-1,78 Mill. £",2007.0
326,64,CSKA Moscow,Premier Liga,£13.62m,11,£5.00m,8,"-9,58 Mill. £",2007.0
327,65,Bayer 04 Leverkusen,Bundesliga,£13.14m,11,£6.68m,13,"-7,18 Mill. £",2007.0
328,66,Genoa CFC,Serie A,£13.10m,33,£6.80m,32,"-6,99 Mill. £",2007.0
329,67,Club Atlético Boca Juniors,Torneo Final,£12.76m,35,£24.46m,34,"13,00 Mill. £",2007.0
330,68,CF América,Liga MX Clausura,£12.60m,19,£432k,18,"-13,52 Mill. £",2007.0
331,69,Galatasaray SK,Süper Lig,£12.60m,33,£2.79m,23,"-10,90 Mill. £",2007.0
332,70,Feyenoord Rotterdam,Eredivisie,£12.60m,27,£17.10m,25,"5,00 Mill. £",2007.0
333,71,AJ Auxerre,Ligue 1,£12.51m,17,£33.03m,18,"22,80 Mill. £",2007.0
334,72,Spartak Moscow,Premier Liga,£12.38m,12,£5.76m,9,"-7,35 Mill. £",2007.0
335,73,Dynamo Kyiv,Premier Liga,£12.33m,24,£4.01m,20,"-9,25 Mill. £",2007.0
336,74,Charlton Athletic,Championship,£12.18m,42,£36.09m,42,"26,56 Mill. £",2007.0
337,75,Athletic Bilbao,LaLiga,£11.97m,13,£900k,12,"-12,30 Mill. £",2007.0
339,76,UC Sampdoria,Serie A,£11.88m,39,£16.47m,32,"5,10 Mill. £",2007.0
340,77,Racing Santander,LaLiga,£11.86m,25,£15.21m,22,"3,72 Mill. £",2007.0
341,78,Dinamo Moscow,Premier Liga,£11.75m,9,£270k,4,"-12,75 Mill. £",2007.0
342,79,Torino FC,Serie A,£11.44m,26,£3.29m,28,"-9,06 Mill. £",2007.0
343,80,Steaua Bukarest,Liga 1,£11.43m,28,£5.09m,26,"-7,05 Mill. £",2007.0
344,81,AC Siena,Serie A,£11.39m,38,£3.04m,34,"-9,28 Mill. £",2007.0
345,82,Hamburger SV,Bundesliga,£11.03m,15,£8.02m,15,"-3,34 Mill. £",2007.0
346,83,Reading FC,Premier League,£10.89m,40,£5.13m,35,"-6,40 Mill. £",2007.0
347,84,CFR Cluj,Liga 1,£10.71m,30,£1.13m,21,"-10,65 Mill. £",2007.0
348,85,Stade Rennais FC,Ligue 1,£10.40m,20,£21.78m,19,"12,65 Mill. £",2007.0
349,86,Cagliari Calcio,Serie A,£10.16m,31,£15.30m,27,"5,71 Mill. £",2007.0
350,87,AS Livorno,Serie A,£10.14m,22,£10.54m,19,445 Th. £,2007.0
351,88,VfB Stuttgart,Bundesliga,£9.63m,24,£3.33m,20,"-7,00 Mill. £",2007.0
352,89,Borussia Dortmund,Bundesliga,£9.63m,13,£4.75m,10,"-5,42 Mill. £",2007.0
353,90,Besiktas JK,Süper Lig,£9.59m,31,£2.07m,22,"-8,35 Mill. £",2007.0
354,91,Sheffield United,Championship,£9.50m,44,£14.90m,50,"6,00 Mill. £",2007.0
355,92,Sporting CP,Liga NOS,£9.40m,55,£29.88m,41,"22,75 Mill. £",2007.0
356,93,Watford FC,Championship,£9.38m,27,£8.37m,32,"-1,13 Mill. £",2007.0
357,94,CA Osasuna,LaLiga,£9.05m,21,£21.51m,17,"13,85 Mill. £",2007.0
358,95,Queens Park Rangers,Championship,£8.93m,40,£3.44m,39,"-6,10 Mill. £",2007.0
359,96,Saturn Ramenskoe,Premier Liga,£8.82m,13,£1.80m,11,"-7,80 Mill. £",2007.0
360,97,UD Almería,LaLiga,£8.78m,17,-,18,"-9,75 Mill. £",2007.0
361,98,Real Murcia CF,LaLiga,£8.76m,28,£1.98m,20,"-7,53 Mill. £",2007.0
362,99,RSC Anderlecht,Jupiler Pro League,£8.75m,23,£11.16m,22,"2,68 Mill. £",2007.0
363,100,Hannover 96,Bundesliga,£8.64m,14,£905k,13,"-8,60 Mill. £",2007.0
365,101,FK Moskau,Premier Liga,£8.55m,7,£2.93m,11,"-6,25 Mill. £",2007.0
366,102,Zenit St. Petersburg,Premier Liga,£8.28m,12,£9.32m,9,"1,15 Mill. £",2007.0
367,103,Brescia Calcio,Serie B,£8.06m,30,£16.20m,24,"9,05 Mill. £",2007.0
368,104,SC Heerenveen,Eredivisie,£7.97m,29,£22.86m,22,"16,55 Mill. £",2007.0
369,105,Leicester City,Championship,£7.79m,52,£1.27m,41,"-7,24 Mill. £",2007.0
370,106,Club Atlético San Lorenzo de Almagro,Torneo Final,£7.70m,20,£8.01m,18,350 Th. £,2007.0
371,107,Recreativo Huelva,LaLiga,£7.69m,22,£1.08m,23,"-7,34 Mill. £",2007.0
372,108,FC Copenhagen,Superligaen,£7.38m,10,£7.47m,10,100 Th. £,2007.0
373,109,FC Toulouse,Ligue 1,£7.38m,22,£2.16m,15,"-5,80 Mill. £",2007.0
374,110,Krylya Sovetov Samara,Premier Liga,£7.20m,21,£2.12m,24,"-5,65 Mill. £",2007.0
375,111,Deportivo de La Coruña,LaLiga,£7.16m,21,£19.80m,17,"14,05 Mill. £",2007.0
376,112,Fenerbahce SK,Süper Lig,£7.11m,20,-,16,"-7,90 Mill. £",2007.0
377,113,SS Lazio,Serie A,£7.05m,31,£3.17m,21,"-4,31 Mill. £",2007.0
378,114,Eintracht Frankfurt,Bundesliga,£6.84m,8,£4.28m,9,"-2,85 Mill. £",2007.0
379,115,FC Groningen,Eredivisie,£6.75m,17,£15.26m,13,"9,45 Mill. £",2007.0
380,116,RCD Mallorca,LaLiga,£6.75m,16,£10.77m,12,"4,47 Mill. £",2007.0
381,117,Wolverhampton Wanderers,Championship,£6.75m,31,£383k,26,"-7,08 Mill. £",2007.0
382,118,Panathinaikos Athens,Super League,£6.36m,48,£1.76m,39,"-5,12 Mill. £",2007.0
383,119,FC Sochaux-Montbéliard,Ligue 1,£6.30m,21,£10.17m,22,"4,30 Mill. £",2007.0
384,120,Stoke City,Championship,£6.25m,31,£6.64m,34,435 Th. £,2007.0
385,121,Club Brugge KV,Jupiler Pro League,£6.12m,16,£2.43m,13,"-4,10 Mill. £",2007.0
386,122,LOSC Lille,Ligue 1,£6.12m,23,£36.32m,17,"33,55 Mill. £",2007.0
387,123,Red Bull Salzburg,Bundesliga,£6.12m,12,£558k,9,"-6,18 Mill. £",2007.0
388,124,Tigres UANL,Liga MX Clausura,£5.99m,28,£1.53m,22,"-4,95 Mill. £",2007.0
389,125,Rapid Bucharest,Liga 1,£5.90m,16,£5.54m,12,-400 Th. £,2007.0
391,126,Desportivo Brasil Ltda (SP),Brazil,£5.87m,26,£675k,26,"-5,78 Mill. £",2007.0
392,127,Reggina Calcio,Serie A,£5.76m,45,£16.20m,34,"11,60 Mill. £",2007.0
393,128,Calcio Catania,Serie A,£5.75m,26,£4.59m,22,"-1,29 Mill. £",2007.0
394,129,GNK Dinamo Zagreb,1.HNL,£5.72m,34,£28.53m,26,"25,35 Mill. £",2007.0
395,130,Blackburn Rovers,Premier League,£5.58m,20,£3.58m,18,"-2,23 Mill. £",2007.0
396,131,Manchester United U18,England,£5.58m,6,-,11,"-6,20 Mill. £",2007.0
397,132,Preston North End,Championship,£5.47m,28,£9.84m,28,"4,86 Mill. £",2007.0
398,133,Borussia Mönchengladbach,2.Bundesliga,£5.47m,18,£19.44m,16,"15,53 Mill. £",2007.0
399,134,Le Mans Union Club 72,Ligue 1,£5.40m,14,£12.83m,12,"8,25 Mill. £",2007.0
400,135,Dinamo Bukarest,Liga 1,£5.36m,35,£1.40m,25,"-4,40 Mill. £",2007.0
401,136,Al-Wahda FC Abu Dhabi,United Arab Emirates,£5.09m,9,-,14,"-5,65 Mill. £",2007.0
402,137,1.FC Nuremberg,Bundesliga,£4.86m,13,£5.72m,15,950 Th. £,2007.0
403,138,Levante UD,LaLiga,£4.77m,30,£900k,24,"-4,30 Mill. £",2007.0
404,139,Genclerbirligi Ankara,Süper Lig,£4.73m,41,£4.86m,28,150 Th. £,2007.0
405,140,RCD Espanyol Barcelona,LaLiga,£4.59m,14,£6.17m,15,"1,75 Mill. £",2007.0
406,141,Red Star Belgrade,SuperLiga,£4.56m,36,£5.71m,28,"1,28 Mill. £",2007.0
407,142,FC Nantes,Ligue 2,£4.41m,35,£13.23m,27,"9,80 Mill. £",2007.0
408,143,VfL Bochum,Bundesliga,£4.32m,18,£4.23m,20,-100 Th. £,2007.0
409,144,Club Atlético River Plate,Torneo Final,£4.07m,29,£25.34m,32,"23,63 Mill. £",2007.0
410,145,Valenciennes FC,Ligue 1,£4.05m,9,£990k,11,"-3,40 Mill. £",2007.0
411,146,FC Midtjylland,Superligaen,£3.93m,20,£5.61m,18,"1,87 Mill. £",2007.0
412,147,Ipswich Town,Championship,£3.92m,24,£990k,26,"-3,25 Mill. £",2007.0
413,148,Cruzeiro Esporte Clube,Série A,£3.89m,105,£6.55m,102,"2,96 Mill. £",2007.0
414,149,Bristol City,Championship,£3.78m,26,£121k,24,"-4,06 Mill. £",2007.0
415,150,FC Zürich,Super League,£3.72m,16,£7.61m,14,"4,32 Mill. £",2007.0
417,151,Atalanta BC,Serie A,£3.65m,42,£10.13m,35,"7,20 Mill. £",2007.0
418,152,Tiburones Rojos de Veracruz,Liga MX Clausura,£3.60m,32,£1.35m,37,"-2,50 Mill. £",2007.0
419,153,MSV Duisburg,Bundesliga,£3.60m,19,£675k,15,"-3,25 Mill. £",2007.0
420,154,FC Seoul,K League 1,£3.60m,13,-,12,"-4,00 Mill. £",2007.0
421,155,Rosenborg BK,Eliteserien,£3.49m,7,£1.76m,5,"-1,93 Mill. £",2007.0
422,156,Barnsley FC,Championship,£3.46m,36,£252k,35,"-3,56 Mill. £",2007.0
423,157,Politehnica Timisoara,Liga 1,£3.42m,37,£5.96m,36,"2,82 Mill. £",2007.0
424,158,Bröndby IF,Superligaen,£3.42m,8,£873k,11,"-2,83 Mill. £",2007.0
425,159,CF Monterrey,Liga MX Clausura,£3.33m,33,-,23,"-3,70 Mill. £",2007.0
426,160,AEK Athens,Super League,£3.29m,38,£576k,31,"-3,02 Mill. £",2007.0
427,161,US Lecce,Serie B,£3.26m,30,£22.95m,23,"21,88 Mill. £",2007.0
428,162,Al-Ain FC,United Arab Emirates,£3.15m,11,£1.44m,10,"-1,90 Mill. £",2007.0
429,163,Atlas Guadalajara,Liga MX Clausura,£2.97m,25,£7.56m,21,"5,10 Mill. £",2007.0
430,164,Arsenal FC Reserves,England,£2.97m,7,-,5,"-3,30 Mill. £",2007.0
431,165,FC Basel 1893,Super League,£2.97m,19,£14.49m,16,"12,80 Mill. £",2007.0
432,166,FC Energie Cottbus,Bundesliga,£2.93m,18,£5.33m,17,"2,68 Mill. £",2007.0
433,167,Levski Sofia,Bulgaria,£2.88m,17,£2.10m,23,-870 Th. £,2007.0
434,168,Piacenza FC,Serie B,£2.88m,21,£6.93m,25,"4,50 Mill. £",2007.0
435,169,Hull City,Championship,£2.81m,25,£1.50m,26,"-1,46 Mill. £",2007.0
436,170,Southampton FC,Championship,£2.81m,28,£27.82m,30,"27,79 Mill. £",2007.0
437,171,Club Atlético Independiente,Torneo Final,£2.80m,18,£6.78m,17,"4,42 Mill. £",2007.0
438,172,SM Caen,Ligue 1,£2.79m,14,£360k,7,"-2,70 Mill. £",2007.0
439,173,Standard Liège,Jupiler Pro League,£2.70m,14,-,18,"-3,00 Mill. £",2007.0
440,174,Zamalek SC,Premier League,£2.58m,10,£90k,14,"-2,77 Mill. £",2007.0
441,175,Clube de Regatas do Flamengo,Série A,£2.57m,39,£405k,35,"-2,40 Mill. £",2007.0
443,176,FC Lorient,Ligue 1,£2.57m,17,£4.05m,20,"1,65 Mill. £",2007.0
444,177,Terek Grozny,Premier Liga,£2.52m,20,£945k,19,"-1,75 Mill. £",2007.0
445,178,Al-Shabab Riyadh,Saudi Arabia,£2.49m,5,-,7,"-2,77 Mill. £",2007.0
446,179,IFK Göteborg,Allsvenskan,£2.44m,14,£3.60m,12,"1,29 Mill. £",2007.0
447,180,Tecos de la Universidad Autónoma de Guadalajara,Liga MX Clausura,£2.43m,26,£2.70m,23,300 Th. £,2007.0
448,181,Jaguares de Chiapas,Liga MX Clausura,£2.43m,27,-,24,"-2,70 Mill. £",2007.0
449,182,Viking Stavanger,Eliteserien,£2.39m,14,£636k,15,"-1,94 Mill. £",2007.0
450,183,Plymouth Argyle,Championship,£2.36m,25,£6.75m,30,"4,87 Mill. £",2007.0
451,184,1. FC Köln,2.Bundesliga,£2.30m,14,£2.72m,20,475 Th. £,2007.0
452,185,FK Khimki,Premier Liga,£2.30m,16,£2.52m,11,250 Th. £,2007.0
453,186,Yokohama F. Marinos,J1 League,£2.25m,13,-,14,"-2,50 Mill. £",2007.0
454,187,Qatar Sports Club,Qatar,£2.25m,9,-,4,"-2,50 Mill. £",2007.0
455,188,Kyoto Sanga,J1 League,£2.25m,17,-,17,"-2,50 Mill. £",2007.0
456,189,Gaziantepspor,Süper Lig,£2.25m,35,£990k,30,"-1,40 Mill. £",2007.0
457,190,SK Slavia Prag,Fortuna Liga,£2.19m,35,£4.10m,33,"2,13 Mill. £",2007.0
458,191,Grasshopper Club Zurich,Super League,£2.18m,21,£792k,19,"-1,55 Mill. £",2007.0
459,192,SC Braga,Liga NOS,£2.16m,45,£1.17m,35,"-1,10 Mill. £",2007.0
460,193,Chelsea FC U18,England,£2.15m,14,-,16,"-2,39 Mill. £",2007.0
461,194,Konyaspor,Süper Lig,£2.12m,21,-,18,"-2,35 Mill. £",2007.0
462,195,Saturn Ramenskoe II,Russia,£2.12m,16,£113k,12,"-2,23 Mill. £",2007.0
463,196,São Paulo Futebol Clube,Série A,£2.09m,44,£27.56m,43,"28,30 Mill. £",2007.0
464,197,TuS Koblenz,2.Bundesliga,£2.09m,16,£90k,20,"-2,22 Mill. £",2007.0
465,198,Leeds United,League One,£2.07m,37,£4.75m,30,"2,97 Mill. £",2007.0
466,199,FK Partizan Belgrade,SuperLiga,£2.07m,52,£12.92m,46,"12,06 Mill. £",2007.0
467,200,Norwich City,Championship,£2.03m,30,£9.16m,33,"7,93 Mill. £",2007.0
469,201,Deportivo Toluca,Liga MX Clausura,£1.98m,18,£900k,11,"-1,20 Mill. £",2007.0
470,202,OGC Nice,Ligue 1,£1.98m,21,£7.65m,17,"6,30 Mill. £",2007.0
471,203,Sevilla Atlético,LaLiga2,£1.98m,22,-,18,"-2,20 Mill. £",2007.0
472,204,AC Cesena,Serie B,£1.96m,39,-,29,"-2,18 Mill. £",2007.0
473,205,Maccabi Haifa,Ligat ha'Al,£1.93m,25,£1.62m,20,-348 Th. £,2007.0
474,206,Ascoli Calcio 1898,Serie B,£1.91m,25,£4.24m,26,"2,59 Mill. £",2007.0
475,207,Colchester United,Championship,£1.89m,21,£1.13m,14,-850 Th. £,2007.0
476,208,Sport Club Internacional,Série A,£1.85m,42,£24.61m,43,"25,29 Mill. £",2007.0
477,209,Coventry City,Championship,£1.84m,27,£293k,23,"-1,72 Mill. £",2007.0
478,210,Sport Club Corinthians Paulista,Série B,£1.82m,50,£17.74m,53,"17,69 Mill. £",2007.0
479,211,FC Locarno,Challenge League,£1.80m,27,-,20,"-2,00 Mill. £",2007.0
480,212,Al-Ahli Dubai Club,United Arab Emirates,£1.80m,5,-,2,"-2,00 Mill. £",2007.0
481,213,Asteras Tripolis,Super League,£1.76m,26,-,27,"-1,95 Mill. £",2007.0
482,214,Frosinone Calcio,Serie B,£1.76m,16,-,18,"-1,95 Mill. £",2007.0
483,215,Real Valladolid CF,LaLiga,£1.71m,15,-,17,"-1,90 Mill. £",2007.0
484,216,Universitatea Craiova,Liga 1,£1.69m,17,-,16,"-1,88 Mill. £",2007.0
485,217,Arminia Bielefeld,Bundesliga,£1.67m,13,£3.17m,10,"1,68 Mill. £",2007.0
486,218,1.FSV Mainz 05,2.Bundesliga,£1.65m,18,£8.44m,19,"7,55 Mill. £",2007.0
487,219,Club Estudiantes de La Plata,Torneo Final,£1.63m,19,£18.50m,14,"18,74 Mill. £",2007.0
488,220,Real Madrid Castilla,2ª B - Grupo I,£1.62m,17,£4.95m,20,"3,70 Mill. £",2007.0
489,221,Gamba Osaka,J1 League,£1.62m,13,£2.25m,16,700 Th. £,2007.0
490,222,AC Le Havre,Ligue 2,£1.62m,26,£6.21m,19,"5,10 Mill. £",2007.0
491,223,KRC Genk,Jupiler Pro League,£1.61m,18,£4.19m,13,"2,86 Mill. £",2007.0
492,224,AC Sparta Praha,Fortuna Liga,£1.59m,33,£6.95m,28,"5,95 Mill. £",2007.0
493,225,Maccabi Tel Aviv,Ligat ha'Al,£1.58m,15,£270k,15,"-1,45 Mill. £",2007.0
495,226,Vålerenga Fotball,Eliteserien,£1.58m,16,£2.52m,17,"1,06 Mill. £",2007.0
496,227,SK Brann,Eliteserien,£1.58m,12,£743k,12,-925 Th. £,2007.0
497,228,Liverpool FC U18,England,£1.57m,11,-,12,"-1,75 Mill. £",2007.0
498,229,CSKA Sofia,Bulgaria,£1.56m,23,£2.03m,26,520 Th. £,2007.0
499,230,Sivasspor,Süper Lig,£1.53m,38,£450k,27,"-1,20 Mill. £",2007.0
500,231,Club Atlético Vélez Sarsfield,Torneo Final,£1.51m,27,£17.46m,30,"17,72 Mill. £",2007.0
501,232,Calcio Padova,Serie C - A,£1.51m,20,-,20,"-1,68 Mill. £",2007.0
502,233,Al-Jazira (Abu Dhabi),United Arab Emirates,£1.51m,4,-,3,"-1,68 Mill. £",2007.0
503,234,Beitar Jerusalem,Ligat ha'Al,£1.50m,11,£900k,14,-666 Th. £,2007.0
504,235,Crystal Palace,Championship,£1.49m,33,£4.72m,32,"3,59 Mill. £",2007.0
505,236,Wisla Kraków,Ekstraklasa,£1.48m,23,£3.13m,19,"1,84 Mill. £",2007.0
506,237,Racing Club,Torneo Final,£1.44m,20,£12.94m,23,"12,78 Mill. £",2007.0
507,238,FC Utrecht,Eredivisie,£1.44m,12,-,10,"-1,60 Mill. £",2007.0
508,239,Helsingborgs IF,Allsvenskan,£1.42m,17,£900k,19,-580 Th. £,2007.0
509,240,Al-Nasr (Dubai),United Arab Emirates,£1.40m,7,£180k,5,"-1,35 Mill. £",2007.0
510,241,SC Freiburg,2.Bundesliga,£1.39m,18,£2.46m,17,"1,19 Mill. £",2007.0
511,242,Chornomorets Odessa,Premier Liga,£1.37m,21,£180k,20,"-1,33 Mill. £",2007.0
512,243,Urawa Red Diamonds,J1 League,£1.35m,10,£450k,8,"-1,00 Mill. £",2007.0
513,244,AE Larisa,Super League,£1.33m,19,£225k,20,"-1,23 Mill. £",2007.0
514,245,FC Empoli,Serie A,£1.33m,17,£10.26m,19,"9,93 Mill. £",2007.0
515,246,Grêmio Foot-Ball Porto Alegrense,Série A,£1.31m,49,£16.52m,48,"16,89 Mill. £",2007.0
516,247,Legia Warszawa,Ekstraklasa,£1.28m,18,£9.38m,14,"9,00 Mill. £",2007.0
517,248,Club Atlético Lanús,Torneo Final,£1.08m,11,£5.94m,13,"5,40 Mill. £",2007.0
518,249,Puebla FC,Liga MX Clausura,£1.08m,25,-,27,"-1,20 Mill. £",2007.0
519,250,Asociación Atlética Argentinos Juniors,Torneo Final,£698k,26,£4.78m,26,"4,54 Mill. £",2007.0
521,1,Manchester City,Premier League,£141.62m,27,£23.85m,18,"-130,85 Mill. £",2008.0
522,2,Tottenham Hotspur,Premier League,£128.21m,42,£79.25m,40,"-54,40 Mill. £",2008.0
523,3,FC Barcelona,LaLiga,£86.40m,10,£49.13m,13,"-41,41 Mill. £",2008.0
524,4,Real Madrid,LaLiga,£73.98m,13,£62.37m,11,"-12,90 Mill. £",2008.0
525,5,Liverpool FC,Premier League,£64.31m,34,£41.36m,27,"-25,50 Mill. £",2008.0
526,6,AC Milan,Serie A,£61.47m,45,£42.48m,38,"-21,10 Mill. £",2008.0
527,7,FC Internazionale,Serie A,£58.86m,53,£6.84m,34,"-57,80 Mill. £",2008.0
528,8,Olympique Lyon,Ligue 1,£52.02m,20,£30.60m,15,"-23,80 Mill. £",2008.0
529,9,Aston Villa,Premier League,£50.31m,21,£6.77m,16,"-48,38 Mill. £",2008.0
530,10,Genoa CFC,Serie A,£49.78m,62,£32.09m,46,"-19,66 Mill. £",2008.0
531,11,US Palermo,Serie A,£48.15m,46,£57.56m,29,"10,45 Mill. £",2008.0
532,12,Zenit St. Petersburg,Premier Liga,£45.00m,10,£19.17m,12,"-28,70 Mill. £",2008.0
533,13,ACF Fiorentina,Serie A,£44.28m,36,£16.38m,30,"-31,00 Mill. £",2008.0
534,14,Manchester United,Premier League,£40.73m,22,£6.71m,18,"-37,80 Mill. £",2008.0
535,15,Juventus FC,Serie A,£36.45m,48,£28.53m,34,"-8,80 Mill. £",2008.0
536,16,Arsenal FC,Premier League,£36.14m,20,£23.22m,13,"-14,35 Mill. £",2008.0
537,17,Sevilla FC,LaLiga,£33.93m,21,£54.50m,16,"22,85 Mill. £",2008.0
538,18,UC Sampdoria,Serie A,£32.57m,57,£9.72m,40,"-25,39 Mill. £",2008.0
539,19,Olympique Marseille,Ligue 1,£32.33m,35,£21.29m,29,"-12,27 Mill. £",2008.0
540,20,Newcastle United,Premier League,£31.66m,25,£37.26m,16,"6,23 Mill. £",2008.0
541,21,Hamburger SV,Bundesliga,£31.01m,20,£40.68m,18,"10,75 Mill. £",2008.0
542,22,Ajax Amsterdam,Eredivisie,£30.83m,20,£34.07m,17,"3,60 Mill. £",2008.0
543,23,Real Betis Balompié,LaLiga,£30.78m,17,£10.35m,14,"-22,70 Mill. £",2008.0
544,24,Stoke City,Premier League,£30.56m,29,£689k,22,"-33,19 Mill. £",2008.0
545,25,FC Porto,Liga NOS,£29.84m,78,£49.50m,52,"21,85 Mill. £",2008.0
547,26,Sunderland AFC,Premier League,£29.80m,34,£10.04m,35,"-21,96 Mill. £",2008.0
548,27,VfL Wolfsburg,Bundesliga,£29.79m,28,£4.08m,22,"-28,57 Mill. £",2008.0
549,28,AS Roma,Serie A,£28.85m,66,£16.20m,41,"-14,05 Mill. £",2008.0
550,29,SSC Napoli,Serie A,£27.50m,24,£9.59m,18,"-19,90 Mill. £",2008.0
551,30,Chelsea FC,Premier League,£27.45m,30,£40.10m,28,"14,05 Mill. £",2008.0
552,31,Portsmouth FC,Premier League,£25.38m,30,£48.74m,26,"25,95 Mill. £",2008.0
553,32,Fulham FC,Premier League,£24.17m,32,£14.69m,41,"-10,53 Mill. £",2008.0
554,33,Atlético Madrid,LaLiga,£23.85m,19,£3.11m,17,"-23,05 Mill. £",2008.0
555,34,SL Benfica,Liga NOS,£23.41m,44,£6.84m,35,"-18,41 Mill. £",2008.0
556,35,Villarreal CF,LaLiga,£22.86m,23,£22.05m,18,-900 Th. £,2008.0
557,36,Everton FC,Premier League,£22.57m,17,£11.97m,12,"-11,78 Mill. £",2008.0
558,37,Bologna FC 1909,Serie A,£21.96m,22,£4.59m,19,"-19,30 Mill. £",2008.0
559,38,West Bromwich Albion,Premier League,£21.89m,22,£9.23m,24,"-14,07 Mill. £",2008.0
560,39,SS Lazio,Serie A,£21.87m,41,£11.43m,27,"-11,60 Mill. £",2008.0
561,40,Wigan Athletic,Premier League,£21.69m,23,£21.78m,28,100 Th. £,2008.0
562,41,Bolton Wanderers,Premier League,£21.33m,15,£9.79m,19,"-12,83 Mill. £",2008.0
563,42,Rangers FC,Premiership,£21.29m,26,£11.99m,22,"-10,33 Mill. £",2008.0
564,43,Lokomotiv Moscow,Premier Liga,£20.88m,18,£7.43m,19,"-14,94 Mill. £",2008.0
565,44,Olympiacos Piraeus,Super League,£20.84m,24,£6.67m,22,"-15,74 Mill. £",2008.0
566,45,Real Zaragoza,LaLiga2,£20.77m,23,£41.40m,22,"22,93 Mill. £",2008.0
567,46,Panathinaikos Athens,Super League,£20.32m,47,£2.42m,35,"-19,89 Mill. £",2008.0
568,47,Torino FC,Serie A,£19.98m,27,£10.26m,21,"-10,80 Mill. £",2008.0
