,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
287,26,Rubin Kazan,Premier Liga,£28.80m,19,£4.05m,16,"-27,50 Mill. £",2012.0
288,27,Newcastle United,Premier League,£28.77m,24,£13.32m,25,"-17,17 Mill. £",2012.0
289,28,Borussia Mönchengladbach,Bundesliga,£28.26m,16,£21.65m,14,"-7,35 Mill. £",2012.0
290,29,SSC Napoli,Serie A,£27.95m,50,£31.37m,33,"3,80 Mill. £",2012.0
291,30,Parma FC,Serie A,£26.93m,174,£13.82m,112,"-14,57 Mill. £",2012.0
292,31,SL Benfica,Liga NOS,£26.10m,52,£68.15m,38,"46,73 Mill. £",2012.0
293,32,Aston Villa,Premier League,£25.05m,20,£2.88m,14,"-24,63 Mill. £",2012.0
294,33,Udinese Calcio,Serie A,£24.66m,79,£54.86m,58,"33,55 Mill. £",2012.0
295,34,VfL Wolfsburg,Bundesliga,£24.39m,35,£19.67m,28,"-5,25 Mill. £",2012.0
296,35,Hamburger SV,Bundesliga,£24.30m,14,£8.64m,18,"-17,40 Mill. £",2012.0
297,36,Genoa CFC,Serie A,£24.19m,103,£60.08m,76,"39,87 Mill. £",2012.0
298,37,Borussia Dortmund,Bundesliga,£23.99m,15,£30.60m,12,"7,35 Mill. £",2012.0
299,38,TSG 1899 Hoffenheim,Bundesliga,£23.67m,31,£18.23m,25,"-6,05 Mill. £",2012.0
300,39,US Palermo,Serie A,£23.41m,66,£21.76m,50,"-1,84 Mill. £",2012.0
301,40,Torino FC,Serie A,£22.48m,36,£3.69m,38,"-20,88 Mill. £",2012.0
302,41,AS Monaco,Ligue 2,£22.19m,30,£3.15m,32,"-21,15 Mill. £",2012.0
303,42,Shakhtar Donetsk,Premier Liga,£21.82m,15,£32.40m,15,"11,76 Mill. £",2012.0
304,43,West Ham United,Premier League,£21.51m,26,£4.55m,30,"-18,85 Mill. £",2012.0
305,44,Stoke City,Premier League,£21.31m,24,£576k,24,"-23,04 Mill. £",2012.0
306,45,Valencia CF,LaLiga,£20.88m,12,£27.00m,16,"6,80 Mill. £",2012.0
307,46,CSKA Moscow,Premier Liga,£20.43m,9,-,8,"-22,70 Mill. £",2012.0
308,47,LOSC Lille,Ligue 1,£20.25m,21,£37.08m,17,"18,70 Mill. £",2012.0
309,48,Guangzhou Evergrande,Super League,£20.25m,17,£1.30m,17,"-21,06 Mill. £",2012.0
310,49,Everton FC,Premier League,£19.49m,13,£16.88m,14,"-2,90 Mill. £",2012.0
311,50,Bayer 04 Leverkusen,Bundesliga,£18.81m,23,£13.21m,19,"-6,22 Mill. £",2012.0
313,51,UC Sampdoria,Serie A,£18.50m,76,£5.85m,50,"-14,05 Mill. £",2012.0
314,52,Swansea City,Premier League,£18.42m,21,£29.34m,24,"12,13 Mill. £",2012.0
315,53,Lokomotiv Moscow,Premier Liga,£18.00m,20,£7.83m,16,"-11,30 Mill. £",2012.0
316,54,Atalanta BC,Serie A,£16.52m,52,£16.61m,39,100 Th. £,2012.0
317,55,FC Twente Enschede,Eredivisie,£16.20m,21,£22.05m,17,"6,50 Mill. £",2012.0
318,56,Delfino Pescara 1936,Serie A,£16.09m,61,£11.97m,46,"-4,58 Mill. £",2012.0
319,57,Blackburn Rovers,Championship,£15.64m,51,£10.26m,46,"-5,98 Mill. £",2012.0
320,58,Red Bull Salzburg,Bundesliga,£14.38m,27,£1.53m,23,"-14,28 Mill. £",2012.0
321,59,Wolverhampton Wanderers,Championship,£13.80m,35,£27.43m,35,"15,15 Mill. £",2012.0
322,60,Kuban Krasnodar,Premier Liga,£13.50m,16,£16.20m,13,"3,00 Mill. £",2012.0
323,61,FK Krasnodar,Premier Liga,£13.38m,21,£8.73m,21,"-5,17 Mill. £",2012.0
324,62,SV Werder Bremen,Bundesliga,£13.25m,14,£11.79m,17,"-1,63 Mill. £",2012.0
325,63,Clube Atlético Mineiro,Série A,£13.06m,44,£1.80m,39,"-12,51 Mill. £",2012.0
326,64,Real Sociedad,LaLiga,£12.60m,9,£450k,8,"-13,50 Mill. £",2012.0
327,65,Sevilla FC,LaLiga,£12.60m,24,£10.98m,16,"-1,80 Mill. £",2012.0
328,66,Cardiff City,Championship,£11.77m,28,£1.38m,26,"-11,55 Mill. £",2012.0
329,67,Granada CF,LaLiga,£11.76m,59,£6.53m,49,"-5,82 Mill. £",2012.0
330,68,FC Porto,Liga NOS,£11.76m,31,£66.46m,26,"60,77 Mill. £",2012.0
331,69,Al-Ain FC,UAE Gulf League,£11.52m,10,-,16,"-12,80 Mill. £",2012.0
332,70,Club Brugge KV,Jupiler Pro League,£11.34m,23,£3.40m,18,"-8,82 Mill. £",2012.0
333,71,HSC Montpellier,Ligue 1,£11.25m,13,£18.00m,6,"7,50 Mill. £",2012.0
334,72,KRC Genk,Jupiler Pro League,£11.07m,22,£8.15m,19,"-3,25 Mill. £",2012.0
335,73,São Paulo Futebol Clube,Série A,£10.89m,34,£41.09m,31,"33,56 Mill. £",2012.0
336,74,Cagliari Calcio,Serie A,£10.80m,28,£2.43m,25,"-9,30 Mill. £",2012.0
337,75,FC Basel 1893,Super League,£10.58m,24,£18.27m,17,"8,55 Mill. £",2012.0
339,76,Cruzeiro Esporte Clube,Série A,£10.35m,50,£5.94m,50,"-4,90 Mill. £",2012.0
340,77,AC Siena,Serie A,£10.28m,88,£24.53m,75,"15,83 Mill. £",2012.0
341,78,Terek Grozny,Premier Liga,£10.17m,14,-,14,"-11,30 Mill. £",2012.0
342,79,Norwich City,Premier League,£9.97m,29,£342k,28,"-10,70 Mill. £",2012.0
343,80,Reading FC,Premier League,£9.74m,34,£810k,27,"-9,92 Mill. £",2012.0
344,81,Sporting CP,Liga NOS,£9.68m,43,£13.71m,38,"4,49 Mill. £",2012.0
345,82,Alania Vladikavkaz,Premier Liga,£9.54m,24,£720k,27,"-9,80 Mill. £",2012.0
346,83,Al-Ittihad Jeddah,Professional League,£9.50m,19,£270k,23,"-10,26 Mill. £",2012.0
347,84,Wigan Athletic,Premier League,£9.48m,24,£11.93m,27,"2,72 Mill. £",2012.0
348,85,Bologna FC 1909,Serie A,£9.26m,49,£16.16m,41,"7,66 Mill. £",2012.0
349,86,Fulham FC,Premier League,£9.00m,32,£28.28m,35,"21,42 Mill. £",2012.0
350,87,Al Rayyan Sports Club,Stars League,£9.00m,6,-,16,"-10,00 Mill. £",2012.0
351,88,FC Lorient,Ligue 1,£9.00m,18,£4.50m,15,"-5,00 Mill. £",2012.0
352,89,Santos FC,Série A,£8.85m,43,£8.57m,41,-305 Th. £,2012.0
353,90,Grêmio Foot-Ball Porto Alegrense,Série A,£8.60m,43,£12.15m,46,"3,94 Mill. £",2012.0
354,91,Hannover 96,Bundesliga,£8.60m,15,£2.85m,12,"-6,38 Mill. £",2012.0
355,92,Metalist Kharkiv,Premier Liga,£8.55m,25,£18.22m,18,"10,74 Mill. £",2012.0
356,93,Chievo Verona,Serie A,£8.55m,74,£11.36m,57,"3,13 Mill. £",2012.0
357,94,Calcio Catania,Serie A,£7.95m,53,£2.95m,35,"-5,55 Mill. £",2012.0
358,95,PSV Eindhoven,Eredivisie,£7.92m,17,£1.31m,13,"-7,35 Mill. £",2012.0
359,96,Olympique Lyon,Ligue 1,£7.88m,18,£27.09m,21,"21,35 Mill. £",2012.0
360,97,Stade Rennais FC,Ligue 1,£7.83m,20,£24.75m,17,"18,80 Mill. £",2012.0
361,98,Olympique Marseille,Ligue 1,£7.83m,18,£26.82m,16,"21,10 Mill. £",2012.0
362,99,Standard Liège,Jupiler Pro League,£7.73m,41,£11.16m,34,"3,81 Mill. £",2012.0
363,100,Hull City,Championship,£7.60m,39,-,37,"-8,44 Mill. £",2012.0
365,101,Al Duhail Sports Club,Stars League,£7.43m,13,-,10,"-8,25 Mill. £",2012.0
366,102,Eintracht Frankfurt,Bundesliga,£7.34m,22,£2.70m,20,"-5,15 Mill. £",2012.0
367,103,Dalian Aerbin,Super League,£7.29m,17,£540k,21,"-7,50 Mill. £",2012.0
368,104,Trabzonspor,Süper Lig,£7.25m,26,£8.55m,25,"1,44 Mill. £",2012.0
369,105,Shandong Luneng Taishan,Super League,£7.20m,13,£324k,10,"-7,65 Mill. £",2012.0
370,106,Al Gharafa Sports Club,Stars League,£7.20m,18,£4.73m,17,"-2,75 Mill. £",2012.0
371,107,FC Sochaux-Montbéliard,Ligue 1,£6.98m,15,£15.17m,11,"9,11 Mill. £",2012.0
372,108,Kasimpasa,Süper Lig,£6.87m,24,-,22,"-7,64 Mill. £",2012.0
373,109,Jeonbuk Hyundai Motors FC,K League 1,£6.14m,22,£1.44m,25,"-5,22 Mill. £",2012.0
374,110,Club Africain Tunis,Ligue I Pro,£5.86m,36,£1.28m,26,"-5,08 Mill. £",2012.0
375,111,FC Schalke 04,Bundesliga,£5.85m,23,£6.17m,23,350 Th. £,2012.0
376,112,Al-Ahli Jeddah,Professional League,£5.85m,13,-,12,"-6,50 Mill. £",2012.0
377,113,Krylya Sovetov Samara,Premier Liga,£5.85m,22,£684k,15,"-5,74 Mill. £",2012.0
378,114,Nottingham Forest,Championship,£5.53m,33,£2.70m,35,"-3,14 Mill. £",2012.0
379,115,Orduspor,Süper Lig,£5.52m,36,-,34,"-6,14 Mill. £",2012.0
380,116,OGC Nice,Ligue 1,£5.40m,21,£7.83m,17,"2,70 Mill. £",2012.0
381,117,Al-Hilal Riyadh,Professional League,£5.40m,16,£4.50m,17,"-1,00 Mill. £",2012.0
382,118,Leicester City,Championship,£5.28m,32,£3.74m,28,"-1,72 Mill. £",2012.0
383,119,SL Benfica B,Ledman Liga Pro,£5.16m,44,-,13,"-5,73 Mill. £",2012.0
384,120,Ajax Amsterdam,Eredivisie,£5.15m,19,£29.48m,18,"27,03 Mill. £",2012.0
385,121,Getafe CF,LaLiga,£5.13m,21,£4.50m,20,-700 Th. £,2012.0
386,122,Shanghai Shenhua,Super League,£5.09m,23,£3.96m,22,"-1,25 Mill. £",2012.0
387,123,FC Barcelona B,LaLiga2,£4.95m,20,-,17,"-5,50 Mill. £",2012.0
388,124,Club Atlético Vélez Sarsfield,Torneo Final,£4.86m,21,£3.51m,19,"-1,50 Mill. £",2012.0
389,125,Deportivo Guadalajara,Liga MX Clausura,£4.68m,42,-,34,"-5,20 Mill. £",2012.0
391,126,Celta de Vigo,LaLiga,£4.64m,18,-,14,"-5,15 Mill. £",2012.0
392,127,Club Atlético Boca Juniors,Torneo Final,£4.58m,42,£9.95m,29,"5,97 Mill. £",2012.0
393,128,West Bromwich Albion,Premier League,£4.50m,19,£3.35m,23,"-1,28 Mill. £",2012.0
394,129,Olympiacos Piraeus,Super League,£4.50m,38,£7.29m,28,"3,11 Mill. £",2012.0
395,130,Novara Calcio 1908,Serie B,£4.49m,55,£4.46m,50,-40 Th. £,2012.0
396,131,AZ Alkmaar,Eredivisie,£4.46m,19,£10.35m,11,"6,55 Mill. £",2012.0
397,132,Club Universidad de Chile,Torneo Transición,£4.39m,30,£15.03m,24,"11,82 Mill. £",2012.0
398,133,Genclerbirligi Ankara,Süper Lig,£4.36m,29,£2.48m,22,"-2,09 Mill. £",2012.0
399,134,Kayserispor,Süper Lig,£4.28m,16,£11.52m,20,"8,05 Mill. £",2012.0
400,135,AS Nancy-Lorraine,Ligue 1,£4.23m,29,£5.85m,24,"1,80 Mill. £",2012.0
401,136,Club Atlético River Plate,Torneo Final,£4.21m,27,£12.38m,18,"9,08 Mill. £",2012.0
402,137,Sport Club Internacional,Série A,£4.19m,43,£32.14m,37,"31,06 Mill. £",2012.0
403,138,Atlético Madrid,LaLiga,£4.05m,21,£17.42m,16,"14,85 Mill. £",2012.0
404,139,Guizhou Renhe,Super League,£4.05m,15,-,18,"-4,50 Mill. £",2012.0
405,140,Al-Jazira (Abu Dhabi),UAE Gulf League,£4.05m,5,£4.59m,14,600 Th. £,2012.0
406,141,AS Saint-Étienne,Ligue 1,£4.05m,22,£4.14m,20,100 Th. £,2012.0
407,142,Club de Regatas Vasco da Gama,Série A,£3.83m,46,£24.03m,38,"22,44 Mill. £",2012.0
408,143,RSC Anderlecht,Jupiler Pro League,£3.83m,37,£4.77m,23,"1,05 Mill. £",2012.0
409,144,Juventus Primavera,Primavera A,£3.82m,44,£2.70m,36,"-1,24 Mill. £",2012.0
410,145,Dinamo Moscow,Premier Liga,£3.78m,23,£10.80m,15,"7,80 Mill. £",2012.0
411,146,1.FSV Mainz 05,Bundesliga,£3.76m,14,£5.36m,13,"1,77 Mill. £",2012.0
412,147,Al-Nassr FC,Professional League,£3.72m,18,-,23,"-4,14 Mill. £",2012.0
413,148,GNK Dinamo Zagreb,1.HNL,£3.69m,45,£18.00m,27,"15,90 Mill. £",2012.0
414,149,Besiktas JK,Süper Lig,£3.60m,28,£306k,24,"-3,66 Mill. £",2012.0
415,150,Emirates Club,United Arab Emirates,£3.52m,7,-,17,"-3,92 Mill. £",2012.0
417,151,SpVgg Greuther Fürth,Bundesliga,£3.47m,25,£2.11m,20,"-1,51 Mill. £",2012.0
418,152,KAA Gent,Jupiler Pro League,£3.44m,31,£2.34m,30,"-1,22 Mill. £",2012.0
419,153,Guangzhou R&F,Super League,£3.41m,9,-,6,"-3,79 Mill. £",2012.0
420,154,Peterborough United,Championship,£3.41m,37,£2.03m,33,"-1,53 Mill. £",2012.0
421,155,Rosenborg BK,Eliteserien,£3.40m,14,£4.19m,11,875 Th. £,2012.0
422,156,Eskisehirspor,Süper Lig,£3.38m,20,£225k,17,"-3,50 Mill. £",2012.0
423,157,Palermo Primavera,Primavera C,£3.35m,26,£46k,26,"-3,67 Mill. £",2012.0
424,158,Istanbul Büyüksehir Belediyespor,Süper Lig,£3.34m,11,£4.16m,12,910 Th. £,2012.0
425,159,RCD Mallorca,LaLiga,£3.33m,21,£5.40m,19,"2,30 Mill. £",2012.0
426,160,Bursaspor,Süper Lig,£3.29m,31,£5.13m,24,"2,04 Mill. £",2012.0
427,161,Steaua Bukarest,Liga 1,£3.29m,17,£90k,14,"-3,55 Mill. £",2012.0
428,162,Derby County,Championship,£3.26m,24,£2.13m,22,"-1,26 Mill. £",2012.0
429,163,Valenciennes FC,Ligue 1,£3.24m,11,£3.60m,10,400 Th. £,2012.0
430,164,Monarcas Morelia,Liga MX Clausura,£3.15m,59,-,42,"-3,50 Mill. £",2012.0
431,165,Fluminense Football Club,Série A,£3.15m,33,£10.71m,28,"8,40 Mill. £",2012.0
432,166,Seattle Sounders FC,MLS,£3.15m,16,-,20,"-3,50 Mill. £",2012.0
433,167,Clube de Regatas do Flamengo,Série A,£3.15m,47,£10.76m,48,"8,46 Mill. £",2012.0
434,168,Bolton Wanderers,Championship,£3.14m,29,-,33,"-3,49 Mill. £",2012.0
435,169,Jiangsu Sainty,Super League,£3.11m,10,£315k,7,"-3,11 Mill. £",2012.0
436,170,Huddersfield Town,Championship,£3.11m,34,£9.09m,32,"6,65 Mill. £",2012.0
437,171,Vicenza Calcio,Serie B,£3.06m,60,£5.83m,51,"3,08 Mill. £",2012.0
438,172,Stade Reims,Ligue 1,£3.02m,13,-,19,"-3,35 Mill. £",2012.0
439,173,Persepolis FC,Persian Gulf Pro League,£3.02m,21,-,21,"-3,35 Mill. £",2012.0
440,174,Caykur Rizespor,1.Lig,£2.84m,26,£153k,24,"-2,98 Mill. £",2012.0
441,175,Rio Ave FC,Liga NOS,£2.80m,43,£1.08m,39,"-1,91 Mill. £",2012.0
443,176,Fortuna Düsseldorf,Bundesliga,£2.75m,26,-,22,"-3,05 Mill. £",2012.0
444,177,Celtic FC,Premiership,£2.68m,20,£6.59m,30,"4,34 Mill. £",2012.0
445,178,Esperance Tunis,Ligue I Pro,£2.64m,32,£5.14m,23,"2,78 Mill. £",2012.0
446,179,Jaguares de Chiapas,Liga MX Clausura,£2.61m,29,£8.00m,26,"5,99 Mill. £",2012.0
447,180,Bristol City,Championship,£2.61m,29,£567k,26,"-2,27 Mill. £",2012.0
448,181,Ipswich Town,Championship,£2.58m,36,-,37,"-2,87 Mill. £",2012.0
449,182,FC Augsburg,Bundesliga,£2.57m,16,£135k,20,"-2,70 Mill. £",2012.0
450,183,FC Groningen,Eredivisie,£2.55m,32,£5.66m,16,"3,46 Mill. £",2012.0
451,184,FC Copenhagen,Superligaen,£2.52m,16,£8.91m,15,"7,10 Mill. £",2012.0
452,185,FC Girondins Bordeaux,Ligue 1,£2.52m,13,£4.95m,9,"2,70 Mill. £",2012.0
453,186,1.FC Nuremberg,Bundesliga,£2.43m,18,£6.30m,16,"4,30 Mill. £",2012.0
454,187,Real Betis Balompié,LaLiga,£2.39m,19,-,19,"-2,65 Mill. £",2012.0
455,188,FC Viktoria Plzen,Fortuna Liga,£2.38m,35,£468k,24,"-2,12 Mill. £",2012.0
456,189,Kardemir D.C. Karabükspor,Süper Lig,£2.34m,19,£270k,18,"-2,30 Mill. £",2012.0
457,190,Sivasspor,Süper Lig,£2.33m,20,-,15,"-2,59 Mill. £",2012.0
458,191,Vitesse Arnhem,Eredivisie,£2.30m,11,£4.55m,15,"2,50 Mill. £",2012.0
459,192,Beijing Guoan,Super League,£2.30m,11,£333k,10,"-2,18 Mill. £",2012.0
460,193,Chelsea FC U18,England,£2.25m,19,-,13,"-2,50 Mill. £",2012.0
461,194,Athletic Bilbao,LaLiga,£2.25m,12,£36.00m,11,"37,50 Mill. £",2012.0
462,195,Macaé Esporte Futebol Clube (RJ),Brazil,£2.25m,26,-,23,"-2,50 Mill. £",2012.0
463,196,Dnipro Dnipropetrovsk,Premier Liga,£2.25m,21,-,13,"-2,50 Mill. £",2012.0
464,197,Stade Brest 29,Ligue 1,£2.21m,14,£1.35m,17,-950 Th. £,2012.0
465,198,VfB Stuttgart,Bundesliga,£2.16m,14,£8.73m,11,"7,30 Mill. £",2012.0
466,199,FC Vaslui,Liga 1,£2.14m,28,£5.63m,29,"3,87 Mill. £",2012.0
467,200,Leeds United,Championship,£2.13m,41,£4.28m,35,"2,38 Mill. £",2012.0
469,201,Burnley FC,Championship,£2.07m,26,£7.79m,25,"6,35 Mill. £",2012.0
470,202,Sociedade Esportiva Palmeiras,Série B,£2.00m,47,£4.23m,40,"2,48 Mill. £",2012.0
471,203,Amkar Perm,Premier Liga,£2.00m,15,£1.17m,11,-920 Th. £,2012.0
472,204,AC Milan Youth,Italy,£1.99m,5,-,21,"-2,21 Mill. £",2012.0
473,205,Omiya Ardija,J1 League,£1.98m,15,£1.80m,13,-200 Th. £,2012.0
474,206,Hertha BSC,2.Bundesliga,£1.98m,16,£9.09m,14,"7,90 Mill. £",2012.0
475,207,Brighton & Hove Albion,Championship,£1.96m,30,£1.36m,27,-670 Th. £,2012.0
476,208,Spezia Calcio,Serie B,£1.94m,36,-,45,"-2,15 Mill. £",2012.0
477,209,Maccabi Haifa,Ligat ha'Al,£1.90m,31,-,20,"-2,11 Mill. £",2012.0
478,210,Metalurh Donetsk,Premier Liga,£1.89m,11,-,9,"-2,10 Mill. £",2012.0
479,211,Mamelodi Sundowns FC,ABSA Premiership,£1.84m,29,£540k,20,"-1,45 Mill. £",2012.0
480,212,Hangzhou Greentown,Super League,£1.84m,17,£1.13m,17,-795 Th. £,2012.0
481,213,CF América,Liga MX Clausura,£1.80m,37,-,24,"-2,00 Mill. £",2012.0
482,214,CFR Cluj,Liga 1,£1.80m,36,£8.73m,26,"7,70 Mill. £",2012.0
483,215,SC Heerenveen,Eredivisie,£1.80m,21,£13.59m,22,"13,10 Mill. £",2012.0
484,216,1.FC Kaiserslautern,2.Bundesliga,£1.76m,29,£3.87m,23,"2,36 Mill. £",2012.0
485,217,Club Atlético Independiente,Torneo Final,£1.68m,28,£1.44m,22,-269 Th. £,2012.0
486,218,Wuhan Zall,Super League,£1.64m,16,-,18,"-1,82 Mill. £",2012.0
487,219,Milan Primavera,Primavera B,£1.64m,44,-,28,"-1,82 Mill. £",2012.0
488,220,PFK Ludogorets Razgrad,Parva Liga,£1.62m,12,-,9,"-1,80 Mill. £",2012.0
489,221,Crystal Palace,Championship,£1.55m,33,£14.75m,30,"14,67 Mill. £",2012.0
490,222,Raja Club Athletic Casablanca,Botola Pro,£1.53m,23,£450k,24,"-1,21 Mill. £",2012.0
491,223,Ajax Amsterdam U21,Beloften nacompetitie,£1.50m,23,£833k,17,-738 Th. £,2012.0
492,224,Sepahan FC,Persian Gulf Pro League,£1.44m,20,£900k,21,-600 Th. £,2012.0
493,225,FC Évian Thonon Gaillard,Ligue 1,£1.44m,9,-,13,"-1,60 Mill. £",2012.0
495,226,AFC Bournemouth,League One,£1.41m,38,£846k,32,-625 Th. £,2012.0
496,227,FC Utrecht,Eredivisie,£1.40m,12,-,12,"-1,55 Mill. £",2012.0
497,228,TP Mazembe,DR Congo,£1.40m,14,-,9,"-1,55 Mill. £",2012.0
498,229,FC Porto B,Ledman Liga Pro,£1.38m,24,-,9,"-1,53 Mill. £",2012.0
499,230,SS Lazio,Serie A,£1.38m,40,£720k,29,-730 Th. £,2012.0
500,231,Atlético Paranaense,Série A,£1.37m,53,£3.60m,40,"2,48 Mill. £",2012.0
501,232,Atlético Nacional,Liga Águila II,£1.35m,30,£3.60m,37,"2,50 Mill. £",2012.0
502,233,Real Madrid Castilla,LaLiga2,£1.35m,11,£9.90m,16,"9,50 Mill. £",2012.0
503,234,SC Freiburg,Bundesliga,£1.35m,13,£180k,12,"-1,30 Mill. £",2012.0
504,235,Borussia Dortmund U19,A-Junioren Bundesliga West,£1.35m,21,-,16,"-1,50 Mill. £",2012.0
505,236,Baniyas SC,UAE Gulf League,£1.35m,8,-,13,"-1,50 Mill. £",2012.0
506,237,AC Sparta Praha,Fortuna Liga,£1.28m,29,£405k,22,-970 Th. £,2012.0
507,238,Feyenoord Rotterdam,Eredivisie,£1.26m,21,£6.03m,17,"5,30 Mill. £",2012.0
508,239,Club Atlético San Lorenzo de Almagro,Torneo Final,£1.24m,32,£2.46m,28,"1,36 Mill. £",2012.0
509,240,Maccabi Tel Aviv,Ligat ha'Al,£1.24m,25,£1.80m,27,625 Th. £,2012.0
510,241,Sheffield Wednesday,Championship,£1.17m,41,-,38,"-1,31 Mill. £",2012.0
511,242,FC Sion,Super League,£1.17m,21,£1.13m,20,-50 Th. £,2012.0
512,243,FC Pro Vercelli 1892,Serie B,£1.17m,35,£1.89m,41,800 Th. £,2012.0
513,244,Club Atlético Tigre,Torneo Final,£1.13m,20,£1.42m,18,330 Th. £,2012.0
514,245,CF Atlante,Liga MX Clausura,£1.08m,43,-,39,"-1,20 Mill. £",2012.0
515,246,Club Atlético Lanús,Torneo Final,£1.02m,30,£4.14m,28,"3,47 Mill. £",2012.0
516,247,Club Estudiantes de La Plata,Torneo Final,£990k,18,£626k,22,-405 Th. £,2012.0
517,248,CA Peñarol,Primera División,£675k,30,£270k,23,-450 Th. £,2012.0
518,249,Racing Club,Torneo Final,£675k,24,£9.90m,24,"10,25 Mill. £",2012.0
519,250,Barcelona SC Guayaquil,Serie A Segunda Etapa,£594k,18,-,19,-660 Th. £,2012.0
521,1,Real Madrid,LaLiga,£157.95m,13,£102.15m,10,"-62,00 Mill. £",2013.0
522,2,AS Monaco,Ligue 1,£144.63m,41,£4.28m,32,"-155,95 Mill. £",2013.0
523,3,Paris Saint-Germain,Ligue 1,£122.31m,22,£23.85m,17,"-109,40 Mill. £",2013.0
524,4,Chelsea FC,Premier League,£117.32m,53,£69.69m,37,"-52,92 Mill. £",2013.0
525,5,Tottenham Hotspur,Premier League,£109.69m,32,£121.88m,30,"13,55 Mill. £",2013.0
526,6,Manchester City,Premier League,£104.40m,19,£10.17m,20,"-104,70 Mill. £",2013.0
527,7,SSC Napoli,Serie A,£96.71m,68,£66.78m,42,"-33,25 Mill. £",2013.0
528,8,FC Barcelona,LaLiga,£91.08m,13,£25.29m,7,"-73,10 Mill. £",2013.0
529,9,Manchester United,Premier League,£69.42m,29,£1.62m,27,"-75,33 Mill. £",2013.0
530,10,AS Roma,Serie A,£68.66m,66,£106.83m,52,"42,41 Mill. £",2013.0
531,11,Shakhtar Donetsk,Premier Liga,£63.90m,21,£60.75m,17,"-3,50 Mill. £",2013.0
532,12,Dinamo Moscow,Premier Liga,£61.11m,27,£17.10m,21,"-48,90 Mill. £",2013.0
533,13,Bayern Munich,Bundesliga,£55.80m,8,£36.00m,7,"-22,00 Mill. £",2013.0
534,14,FC Internazionale,Serie A,£53.90m,65,£9.86m,45,"-48,94 Mill. £",2013.0
535,15,Anzhi Makhachkala,Premier Liga,£53.46m,32,£142.07m,33,"98,45 Mill. £",2013.0
536,16,Liverpool FC,Premier League,£52.29m,27,£29.34m,28,"-25,50 Mill. £",2013.0
537,17,SL Benfica,Liga NOS,£50.17m,40,£39.87m,32,"-11,45 Mill. £",2013.0
538,18,ACF Fiorentina,Serie A,£47.97m,48,£37.04m,37,"-12,15 Mill. £",2013.0
539,19,Borussia Dortmund,Bundesliga,£47.34m,13,£42.64m,12,"-5,23 Mill. £",2013.0
540,20,VfL Wolfsburg,Bundesliga,£45.54m,33,£14.45m,30,"-34,55 Mill. £",2013.0
541,21,Arsenal FC,Premier League,£44.33m,28,£10.94m,28,"-37,10 Mill. £",2013.0
542,22,Cardiff City,Premier League,£41.23m,35,£3.37m,29,"-42,08 Mill. £",2013.0
543,23,Dynamo Kyiv,Premier Liga,£40.95m,27,£5.67m,19,"-39,20 Mill. £",2013.0
544,24,Galatasaray SK,Süper Lig,£40.35m,31,£1.62m,21,"-43,04 Mill. £",2013.0
545,25,Juventus FC,Serie A,£37.79m,67,£50.03m,46,"13,60 Mill. £",2013.0
547,26,Zenit St. Petersburg,Premier Liga,£35.82m,16,£18.45m,11,"-19,30 Mill. £",2013.0
548,27,Southampton FC,Premier League,£35.64m,22,£3.78m,25,"-35,40 Mill. £",2013.0
549,28,Olympique Marseille,Ligue 1,£35.46m,21,£945k,15,"-38,35 Mill. £",2013.0
550,29,US Sassuolo,Serie A,£33.93m,48,£4.50m,36,"-32,70 Mill. £",2013.0
551,30,Sevilla FC,LaLiga,£33.39m,37,£81.88m,33,"53,88 Mill. £",2013.0
552,31,Atlético Madrid,LaLiga,£32.40m,27,£63.54m,20,"34,60 Mill. £",2013.0
553,32,AC Milan,Serie A,£31.41m,78,£15.66m,50,"-17,50 Mill. £",2013.0
554,33,FC Porto,Liga NOS,£31.23m,26,£73.28m,18,"46,72 Mill. £",2013.0
555,34,Spartak Moscow,Premier Liga,£31.10m,25,£15.57m,20,"-17,25 Mill. £",2013.0
556,35,Sunderland AFC,Premier League,£30.52m,41,£20.14m,36,"-11,53 Mill. £",2013.0
557,36,Crystal Palace,Premier League,£29.70m,47,-,35,"-33,00 Mill. £",2013.0
558,37,Shandong Luneng Taishan,Super League,£29.50m,18,£2.54m,19,"-29,96 Mill. £",2013.0
559,38,Lokomotiv Moscow,Premier Liga,£28.80m,18,£19.80m,15,"-10,00 Mill. £",2013.0
560,39,Everton FC,Premier League,£28.62m,19,£41.49m,21,"14,30 Mill. £",2013.0
561,40,Hull City,Premier League,£27.99m,33,£792k,32,"-30,22 Mill. £",2013.0
562,41,Fenerbahce SK,Süper Lig,£27.23m,18,£4.64m,14,"-25,10 Mill. £",2013.0
563,42,Norwich City,Premier League,£27.05m,21,£4.35m,24,"-25,22 Mill. £",2013.0
564,43,Fulham FC,Premier League,£26.55m,36,£3.74m,33,"-25,35 Mill. £",2013.0
565,44,SS Lazio,Serie A,£24.12m,40,£25.61m,28,"1,65 Mill. £",2013.0
566,45,Swansea City,Premier League,£24.04m,25,-,21,"-26,71 Mill. £",2013.0
567,46,FC Schalke 04,Bundesliga,£23.45m,16,£7.29m,15,"-17,95 Mill. £",2013.0
568,47,Rubin Kazan,Premier Liga,£22.59m,27,£27.41m,18,"5,35 Mill. £",2013.0
